ID,program,agency,address,city,state,zip,district,phone,fax,tdd,email,web,duration,description,eligibility,days,hours,ages,fees,access,translation,computer,leadership,leadershipage,appdeadline,requirements,translator,bus,locations,bart,volunteer,logo,minage,contactemail,photo,download,contact,contactphone,password,user,approved,other,notes,provider,mapaddress,services
144,Community Truancy Assistants,,,,,,,,,,,,,"One FTE provides truancy intervention via parent contract and conferences, SART coordination, referrals, data collection and reporting.",,,,,,,,,,,,,,,,,,,,alvars@ousd.k12.ca.us,nophoto.gif,,Stevan Alvarado,,,,No,,,,,Mentoring
145,OUSD/Oakland After School SUCCESS,,2101 35th Ave.,Oakland,CA,94601,,(510) 261-2025,(510) 879-4296,,tanya.avila@ousd.k12.ca.us,,After School,"Contact: Tanya Avila

Oakland SUCCESS provides oversight and support of extended day programs at 35 sites.  
These sites are part of a City Wide Initiative to serve Oakland youth after school hours.",,,,"6-12, 13-18",No,,,,,,,,,,,,,,,tanya.avila@ousd.k12.ca.us,nophoto.gif,,Tanya Avila,(510) 261-2025,,,Yes,,DONE 051206 - also under Oakland Success,Oakland Unified School District,2101 35th Ave. 94601,"Education/Academic Support, Family Support/Counseling"
146,Educational Services for Foster Youth,,,,,,,,,,,,,"Education Services for foster youth facilitates the academic success of foster youth by helping ensure that students in foster care and group home settings have access to educational services. The program provides assistance in obtaining student records, placements and additional academic support for foster youth.",,,,,,,,,,,,,,,,,,,,,nophoto.gif,,,,,,No,,,,,
147,Jay M. Ver Lee Montclair Recreation Center,,6300 Moraga Avenue,Oakland,CA,94611,,(510) 482-7812,(510) 482-7843,,,www.oaklandnet.com,Year Round,"Montclair offers a full range of recreation and enrichment programs. Program Highlights: art, crafts, dance, performing arts, physical fitness, sports and tennis. Special Activities:  workshops, special events and summer camps. Summer camps: Cubs, Feather Hill, Summer Fun, and Summer Arts Workshop. Call for details.  Amenities: Western-theme playground, modern play structures, duck pond, amphitheater, picnic areas, ballfield and tennis courts. Advisory Council meets on the second Tuesday of each month at 7:30pm.",,,,"0-5,6-12,13-18",Contact agency,Sign language interpreter upon request,,,,,,,No,,,Rockridge,,,,,nophoto.gif,,Mark Zinns,(510) 482-7812,,,,,,,6300 Moraga Avenue,"Athletics,Cultural/Arts,Recreational/Social"
148,The Link to Children,,5236 Claremont Ave.  2nd FLoor,Oakland,CA,94618,,(510) 843-7531,(510) 843-6470,,,www.thelinktochildren.org,Year Round,The link to Children is an early intervention to mental health services for children.,Families with children,Mon-Fri.,8-5,0-5,No,Wheelchair access,Spanish,,,,,,Yes,,"Saint Vincents Day Home, New Hope Covenant Church",,,,,sandraluna@thelinktochildren.org,nophoto.gif,,Sandra Luna,(510) 428-2028,,,Yes,Additional Language: Tagalag,"Angelica Outreach
Rayna input
7/19/05",,5236 Claremont Ave. 94618,Health/Wellness
149,Model Neighborhood Program,Alameda County Health Care Foundation,1411 East 31st Street,Oakland,CA,94602,,510-437-8549,510-532-0168,,,www.achcf.org,Year Round,Model Neighborhood is an after school based yuth development program to expose youth to health careers and healthy habits.,Depends on Program,Mon. - Fri.,3-6 pm,13-18,No,Wheelchair access,Spanish,,Internship,,,,Yes,"62, 11",Eastmont wellness Center,,Yes,,8th grade,hmacdonald@acmedctr.org,nophoto.gif,,Heather Fine,510-437-8549,,,Yes,Sign Language interpreter available,,,1411 East 31st Street 94602,Employment/Job Readiness
150,GED Preparation,Next Step Learning Center,2222 Curtis St.,Oakland,CA,94607,,510-251-1731,510-251-8028,,,www.nextsteplc.org,Year Round,Individualized literacy and GED prepartation,,Mon. - Fri.,9-4,13-18,No,Wheelchair access,English,,Youth Advisory Committee,17 and up,,,No,"82, 72",,19th St. Oakland,Yes,,21,nextsteplc@earthlink.net,nophoto.gif,,Sister Rosemary Delaney,510-251-1731,,,Yes,,,,2222 Curtis St. 94607,Education/Academic Support
151,Bay Area Scores,,440 Alabama St.,San Francisco,CA,94110,,415-486-1310,415-486-1260,,,www.americascores.org,Year Round,Bay Area Scores is an after school program that offers soccer and literacy programs,,Mon. - Fri.,9am - 5pm,6-12,No,,,,Internship,,,,,,East Oakland,,Yes,,High School,equeliza@americascores.org,nophoto.gif,,Emily Queliza,415-486-1312,,,Yes,,"Angelica Outreach
Rayna Input
7/25/05",,440 Alabama St. 94110,"Athletics, Education/Academic Support, Health/Wellness, Media Arts, Recreational/Social, Youth Leadership/Volunteer"
152,Project Re-Connect,,3350 MacArthur Blvd.,Oakland,CA,94602,,(510)482-1738,(510)482-1253,,,www.projectreconnect.net,Year Round,Project Re-Connect provides educational and counseling services for at risk youth and their parents.,,,,13-18,Contact agency,Wheelchair access,,,,,,To have graduated from the initial 8 week program,,AC Transit lines 57 and 58 stop within 1 block,,Coliseum/Oakland Airport,,,,projectreconnect@earthlink.net,nophoto.gif,,Jean Lucido,510-482-1738,,,Yes,,"Jean Lucido, Program Director
Johnny Burks, Project Director",,3350 MacArthur Blvd. 94602,"Education/Academic Support, Family Support/Counseling, Leadership, Recreational/Social"
153,"Pivotal Point Youth Services, Inc.",,2647 International Blvd. Suite 420,Oakland,CA,94601,,510-536-6604,510-536-6998,,,www.ppys.org,Year Round,"Pivotal Point Youth Services is a non-profit organization designed to promote self-sufficiency among high risk, underserved youth ages 16-24. Through intensive employment and career training, anger management, and other supportive services, we help youth successfully transition into productive adults.",Alameda County youth 16-24,Mon. - Fri.,10am - 6 pm,13-18,No,Wheelchair access,"English, Spanish, Chinese, Vietnamese",,Youth Board Membership,16-24,,,Many languages,82,,Fruitvale,Yes,,,danielle@ppys.org,nophoto.gif,,Danielle Burnette,510-536-6604,,,Yes,,DONE 051206,,2647 International Blvd. 94601,"Education/Academic Support, Employment/Job Readiness, Family Support/Counseling, Leadership, Mentoring"
154,Environmental Prevention in Communities (EPIC),Community Recovery Services (CRS),3101 Telegraph Avenue,Berkeley,CA,94705,,510-548-8233,510-548-0485,,,www.alcoholpolicynetwork.org,Year Round,"EPIC is a youth-driven environmental prevention and advocacy project that trains youth aged 13-20 from Alameda County to mobilize their communities through campaigns, research-based projects and policy development around alcohol-related issues.",,Mon. - Fri.,9am - 9pm,13-18,,Wheelchair access,"English, Spanish, Chinese",,Youth Board Membership,,,,Yes,40/40L,,Ashby,Yes,,,,nophoto.gif,,Celana Ahtye,415-310-5219,,,Yes,,,,3101 Telegraph Avenue 94705,"Employment/Job Readiness, Leadership"
155,Environmental Prevention in Communities (EPIC),Community Recovery Services (CRS),3101 Telegraph Avenue,Berkeley,CA,94705,,510-548-8233,510-548-0485,,,www.alcoholpolicynetwork.org,Year Round,"EPIC is a youth-driven environmental prevention and advocacy project that trains youth aged 13-20 from Alameda County to mobilize their communities through campaigns, research-based projects and policy development around alcohol-related issues.",,Mon. - Fri.,9am - 9pm,13-18,,Wheelchair access,"English,Spanish,Chinese",,Youth Board Membership,,,,Yes,40/40L,,Ashby,Yes,,,,nophoto.gif,,Celana Ahtye,415-310-5219,,,,,,,3101 Telegraph Avenue,"Employment/Job Readiness,Leadership"
156,Emancipation Training Center,The First Place Fund for Youth,"1755 Broadway, Suite 304",Oakland,CA,94612,,510-272-0979,,,,www.firstplacefund.org,Year Round,This organization ia a supportive housing and drop in center for transitioning foster youth.,age 16-23,mon. - Fri.,9am - 5pm,13-18,No,Wheelchair access,"English, Spanish",,,,,,,,,19th St. Oakland,Yes,,18+,,nophoto.gif,,Tina Paul,510-272-0979 ex17,,,Yes,,,,"1755 Broadway, 94612","Education/Academic Support, Employment/Job Readiness, Health/Wellness, Recreational/Social"
158,Planting a Future,OBUGS,1724 Mandela Pkwy #5,Oakland,CA,94607,,510-465-4660,510-465-4677,,,www.obugs.org,Year Round,This organization is a creative employment oppurtunity for high school aged students in Oakland.  O.B.U.G.S aimes to encourage youth leadership within the neighborhood Garden communties for students to develop and execute communtiy projects.,West Oakland Resident preferred,Tues. - Sat.,10am - 4pm,"0-5, 6-12, 13-18",No,,,,Paid Positions,15,,,,"13, 14",,West Oakland,Yes,,15 +,obugs@yahoo.com,nophoto.gif,,Shereen D'Souza,510-465-4660,,,Yes,,"Angelica outreach
Rayna input
7/25/05",,1724 Mandela Pkwy 94607,"Cultural/Arts, Education/Academic Support, Health/Wellness, Leadership, Mentoring, Recreational/Social"
159,Spanish Speaking Citizen's Foundation,Youth Development Program,1470 Fruitvale Ave.,Oakland,CA,94601,,510-261-7839,510-261-2968,,,www.sscf.org,Year Round,"Spanish Speaking Citizen's Foundation Youth and Family Services provides biligual/bicultural services in: Advocacy and Information, Youth Development Programs, Citizenship and Immigration, and Aztec-Scholarship Program.  Our Youth Development Programs include: After-School tutorial and enrichment program, high school leadership program, afterwork experience, and communtiy service program, high school newcomers program and the Mayor's Summer Jobs Program.  We serve about 500 youth per year.",,Mon. - Fri.,9am - 6pm,"0-5, 6-12, 13-18",No,Wheelchair access,"English, Spanish",,Paid Positions,,,,Yes,,,Fruitvale,Yes,,High school,cvero@yahoo.com,nophoto.gif,,Veronica Sanchez-Casian,510-261-7839  25,,,Yes,,"Agelica outreach
Rayna input
7/25/05",,1470 Fruitvale Ave. 94601,"Cultural/Arts, Education/Academic Support, Employment/Job Readiness, Leadership, Recreational/Social"
160,Health Initiatives for Youth (HIFY),,235 Montgomery St. Suite 430,San Francisco,CA,94104,,415-274-1970,415-274-1976,,,www.hify.org,Year Round,"HIFY provides health workshops for youth, training of trainers for peer educators, zine-making and writing workshops, publicationsfor youth, and trainings for providers.",,,,13-18,Sliding scale,,,,,,,,,,,Montgomery St.,Yes,,,Herzing@hify.org,nophoto.gif,,Rachel Herzing,415-274-1970    30,,,Yes,,"Agelica outreach
Rayna input
7/25/05",,235 Montgomery St. 94104,"Health/Wellness, Leadership, Media Arts"
161,Through the Looking Glass,,2198 6th St. #100,Berkeley,CA,94710,,510-848-1112,510-848-4445,800-804-1616,,www.lookingglass.org,Year Round,Through the Looking Glass provides services for infants/children and their families when the child's parent has a disability or medical problem.,,Mon. - Fri.,9 - 5,,No,Wheelchair access,"English, Spanish, Chinese",,Internship,15 +,,,Many languages,,,,Yes,,,,nophoto.gif,,Meche Aguirre,510-848-1112,,,Yes,,"Angelica Outreach
Rayna Input
7/25/05",,2198 6th St. 94710,"Education/Academic Support, Family Support/Counseling"
162,Reach for Learning,Educational Services,1221 Marin Avenue,,CA,94706,,510-524-6455,510-524-5154,,,www.reachforlearning.org,Year Round,"Reach for Learning is an educational center helping children, adolescents, and adults to REACH their full potential and become confident, capable learning.  Provides academic tutoring and remediation, psycho educational diagnostic testing, consultation.  One-to-one, small groups; reading skills and comprehension, math, spelling, writing, vocabulary, critical thinking, organizational and study skills; test preparation including SSAT/ISEE, SAT 1, CBEST, and GRE.  Focusing on underachievement, dyslexia, attention deficit disorder, and other academically related learning difficulties.",,Mon. - Fri.,10 - 6,"0-5, 6-12, 13-18",Contact agency,,,,,,,,Yes,"43, 72",,North Berkeley,,,,,nophoto.gif,,Corinne Gustason,,,,Yes,,,,1221 Marin Avenue 94706,
163,Marcus A. Foster Educational Institute,,1203 Preservation Park Way Suite 303,Oakland,CA,94612,,510-835-0391,510-835-5706,,,www.mafei.org,Year Round,"The Marcus A. Foster Educational Institute is a local education fund created for the purpose of supporting Oakland public school students, parents and teachers.  Students are eligible to recieve mini-grants up to $800 to participate in a host of education and recreational activities of their choice;academic scholarships up to $2000 for graduating seniors; and home computers and training for middle and high school students.  In addition, MAFEI provides professional development oppurtunites to teachers through its New Notions For Excellence program and provides oppurtunities for parental education and advocacy training through its Family University program.",,Mon. - Fri.,9am - 5pm,"0-5, 6-12, 13-18",No,,"English, Spanish",,,,,,Yes,,,12th St. Oakland City Center,Yes,,Adults,info@mafei.org,nophoto.gif,,Monica Sudduth,,,,Yes,,,,1203 Preservation Park Way 94612,"Education/Academic Support, Family Support/Counseling"
164,Youth Tennis Advantage,,610 16th St. #415,Oakland,CA,94612,,(510) 663-6586,(510) 663-6285,,legacy@youthtennis.org,www.youthtennis.org,Year Round,"The mission of Youth Tennis Advantage is to inspire inner-city kids to achieve their full potential through tennis and academic programs.
The YTA Summer Program Serving about 1,000 children and youth at 19 sites in low-income neighborhoods of San Francisco and Oakland, the YTA Summer Tennis Program provides eight weeks of free tennis and a free tennis racquet for new and returning players. With the financial and organizational support of Northern California Chapter of the United States Tennis Association, participants receive two lessons per week (A total of four hours) with round robin tournament play and other special events on Fridays. An average class size is 12-15 students. Additional daily instruction and tournament coaching is provided for two to three hours per day for more advanced players.",,,,"6-12, 13-18",,,,,,,,,,,19 locations,,Yes,,,,nophoto.gif,,,,,,Yes,call or see website for additional programs,DONE 051206 web,,610 16th St. #415,"Athletics, Education/Academic Support, Mentoring, Recreational/Social"
